//Infinity SDlogger
//Ver0.33
[Head]
SondeName=ASTD152-ALC-R02
SondeNo=0315
SensorType=D0D1T1C1C2K0U3O0TOB0
Channel=10
DelayTime=0
PreHeat=5000
MeasMode=0
BurstTime=1
BurstCnt=1
Interval=100
SampleCnt=1750      
StartTime=2022/09/06 09:23:52
EndTime=2022/09/06 09:26:46
DepAdjRho=1.0250
ECA=0
ECB=1
ECDeg=25
ECCoef=0.022
CHLA=0
CHLB=1
CoefDate=2018/08/27
Ch1=-7.027595e-01,+2.161007e-04,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,
Ch2=0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch3=-5.714067e+00,+1.062201e-03,-1.196327e-08,+2.638040e-13,-3.010376e-18,+2.176796e-23,+0.000000e+00,+0.000000e+00,
Ch4=+5.010445e-02,+3.809940e+01,+3.164015e-02,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,
Ch5=0.000000000e00,1.0000000000000,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch6=-4.734926e+00,+7.539691e-03,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,
Ch7=-8.423751e+00,+1.271962e-02,+6.610446e-08,+2.867850e-14,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,
Ch8=-4.240523e+01,+2.142968e+06,-5.590543e+03,+1.189900e-02,+4.000000e-03,+1.082000e-04,+0.000000e+00,+1.000000e+00,
Ch9=-5.569065e+00,+1.069652e-03,-1.276158e-08,+2.996936e-13,-3.733113e-18,+2.715745e-23,+0.000000e+00,+0.000000e+00,
Ch10=0.000000000e00,3.484000000e-03,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
BuzzerEN=0
BuzzerInterval=1
COMMENT= 
SensorType2=06070303000202020302
BuzzerNumber=1
DepM=0
CondDepB=0
FilmNo=175120BA
[Item]
日付情報,時刻情報,深度 [m],水温 [℃],塩分 [ ],電導度 [mS/cm],EC25 [μS/cm],Density [kg/m^3],σT [ ],Chl-Flu. [ppb],Chl-a [μg/l],濁度中ﾚﾝｼﾞ [FTU],DO [%],Weiss-DO [mg/l],電池電圧 [V],G&G-DO [mg/l],B&K-DO [mg/l],
2022/09/06,09:26:09,7.5460,25.891,33.596,52.077,51075.549,1022.041,22.008,3.60,3.60,2.76,85.35,5.713,8.22,5.729,5.730,
2022/09/06,09:26:09,7.5245,25.901,33.594,52.083,51070.871,1022.036,22.004,3.48,3.48,2.67,85.19,5.702,8.20,5.718,5.719,
2022/09/06,09:26:09,7.5030,25.906,33.592,52.085,51067.191,1022.033,22.000,3.53,3.53,2.55,85.22,5.703,8.20,5.719,5.720,
2022/09/06,09:26:09,7.4815,25.910,33.594,52.092,51069.690,1022.033,22.001,3.39,3.39,2.85,85.12,5.696,8.20,5.712,5.713,
2022/09/06,09:26:09,7.4385,25.914,33.591,52.092,51065.216,1022.029,21.997,3.56,3.56,2.65,85.11,5.695,8.20,5.711,5.712,
2022/09/06,09:26:10,7.4170,25.918,33.587,52.090,51059.583,1022.025,21.993,3.79,3.79,2.85,85.04,5.690,8.20,5.706,5.707,
2022/09/06,09:26:10,7.3955,25.920,33.585,52.091,51057.210,1022.023,21.991,3.88,3.88,2.67,85.11,5.695,8.20,5.711,5.712,
2022/09/06,09:26:10,7.3740,25.925,33.584,52.094,51054.718,1022.020,21.988,3.66,3.66,2.55,85.04,5.689,8.16,5.705,5.706,
2022/09/06,09:26:10,7.3525,25.931,33.583,52.098,51052.633,1022.018,21.986,3.11,3.11,2.53,84.99,5.685,8.21,5.701,5.702,
2022/09/06,09:26:10,7.3310,25.933,33.584,52.101,51053.530,1022.018,21.986,3.17,3.17,2.69,84.89,5.677,8.20,5.693,5.694,
2022/09/06,09:26:10,7.3095,25.937,33.581,52.101,51049.117,1022.014,21.983,3.29,3.29,2.51,84.93,5.679,8.19,5.695,5.696,
2022/09/06,09:26:10,7.2880,25.948,33.576,52.106,51041.545,1022.007,21.975,3.70,3.70,2.46,84.95,5.680,8.20,5.696,5.697,
2022/09/06,09:26:10,7.2665,25.951,33.574,52.105,51038.111,1022.004,21.973,4.04,4.04,2.46,84.98,5.681,8.20,5.697,5.698,
2022/09/06,09:26:10,7.2235,25.950,33.575,52.107,51039.377,1022.005,21.974,3.51,3.51,2.46,85.10,5.690,8.19,5.706,5.707,
2022/09/06,09:26:10,7.2021,25.954,33.573,52.109,51037.450,1022.003,21.972,3.78,3.78,2.38,85.19,5.696,8.20,5.712,5.713,
2022/09/06,09:26:11,7.1806,25.956,33.577,52.116,51041.772,1022.005,21.974,4.02,4.02,2.46,85.17,5.695,8.20,5.711,5.712,
2022/09/06,09:26:11,7.1376,25.957,33.581,52.123,51047.455,1022.007,21.976,4.03,4.03,2.58,85.26,5.700,8.19,5.716,5.717,
2022/09/06,09:26:11,7.1161,25.960,33.588,52.134,51055.921,1022.011,21.981,4.15,4.15,2.56,85.29,5.702,8.20,5.718,5.718,
2022/09/06,09:26:11,7.0946,25.972,33.584,52.141,51049.271,1022.005,21.974,3.45,3.45,2.62,85.38,5.708,8.19,5.724,5.725,
2022/09/06,09:26:11,7.0731,25.980,33.581,52.145,51044.442,1022.000,21.969,3.56,3.56,2.56,85.44,5.712,8.20,5.728,5.729,
2022/09/06,09:26:11,7.0301,25.993,33.579,52.155,51040.524,1021.994,21.964,3.90,3.90,2.77,85.51,5.715,8.19,5.732,5.732,
2022/09/06,09:26:11,7.0086,26.004,33.572,52.157,51029.629,1021.985,21.955,3.63,3.63,2.67,85.57,5.720,8.20,5.736,5.737,
2022/09/06,09:26:11,6.9871,26.007,33.572,52.159,51029.264,1021.984,21.954,4.35,4.35,2.63,85.64,5.723,8.19,5.740,5.740,
2022/09/06,09:26:11,6.9441,26.014,33.571,52.166,51027.501,1021.981,21.951,4.35,4.35,2.68,85.69,5.725,8.22,5.741,5.742,
2022/09/06,09:26:11,6.9226,26.024,33.566,52.169,51019.574,1021.974,21.944,3.88,3.88,2.62,85.68,5.724,8.19,5.740,5.741,
2022/09/06,09:26:12,6.9011,26.039,33.557,52.171,51005.483,1021.963,21.933,3.58,3.58,2.69,85.79,5.731,8.20,5.747,5.748,
2022/09/06,09:26:12,6.8796,26.048,33.548,52.169,50992.928,1021.953,21.923,3.83,3.83,2.80,85.84,5.735,8.19,5.751,5.752,
2022/09/06,09:26:12,6.8581,26.049,33.551,52.174,50996.990,1021.955,21.926,4.10,4.10,2.77,85.81,5.733,8.20,5.749,5.750,
2022/09/06,09:26:12,6.8366,26.051,33.551,52.176,50996.590,1021.954,21.925,4.06,4.06,2.85,85.81,5.733,8.19,5.749,5.750,
2022/09/06,09:26:12,6.8151,26.052,33.552,52.178,50997.703,1021.955,21.925,3.99,3.99,2.82,85.84,5.733,8.20,5.749,5.750,
2022/09/06,09:26:12,6.7936,26.059,33.550,52.183,50994.705,1021.951,21.922,3.81,3.81,2.73,85.83,5.732,8.20,5.748,5.749,
2022/09/06,09:26:12,6.7721,26.063,33.549,52.184,50991.767,1021.948,21.919,4.10,4.10,2.62,85.89,5.734,8.21,5.751,5.751,
2022/09/06,09:26:12,6.7506,26.072,33.542,52.184,50981.952,1021.941,21.911,4.03,4.03,2.60,85.85,5.732,8.18,5.748,5.749,
2022/09/06,09:26:12,6.7506,26.077,33.539,52.185,50976.994,1021.937,21.907,3.69,3.69,2.60,85.86,5.732,8.20,5.748,5.749,
2022/09/06,09:26:12,6.7291,26.082,33.538,52.189,50975.331,1021.934,21.905,3.78,3.78,2.64,85.84,5.731,8.19,5.747,5.748,
2022/09/06,09:26:13,6.7076,26.086,33.536,52.190,50972.531,1021.932,21.903,5.01,5.01,2.71,85.96,5.739,8.19,5.755,5.756,
2022/09/06,09:26:13,6.7076,26.088,33.535,52.191,50971.171,1021.930,21.901,4.52,4.52,2.63,85.92,5.736,8.22,5.753,5.753,
2022/09/06,09:26:13,6.6861,26.091,33.535,52.194,50971.094,1021.930,21.901,4.19,4.19,2.56,85.84,5.730,8.20,5.746,5.747,
2022/09/06,09:26:13,6.6646,26.095,33.533,52.194,50966.768,1021.926,21.897,3.93,3.93,2.71,85.89,5.733,8.20,5.750,5.750,
2022/09/06,09:26:13,6.6646,26.092,33.531,52.190,50965.353,1021.926,21.897,4.01,4.01,2.82,85.84,5.729,8.19,5.745,5.746,
2022/09/06,09:26:13,6.6216,26.093,33.526,52.183,50958.342,1021.922,21.893,3.97,3.97,2.99,85.79,5.725,8.20,5.741,5.742,
2022/09/06,09:26:13,6.6001,26.091,33.525,52.180,50956.532,1021.921,21.893,3.85,3.85,2.78,85.74,5.721,8.19,5.737,5.738,
2022/09/06,09:26:13,6.5786,26.088,33.525,52.177,50957.107,1021.922,21.894,4.37,4.37,2.80,85.76,5.722,8.19,5.738,5.739,
2022/09/06,09:26:13,6.5571,26.085,33.526,52.175,50958.806,1021.924,21.895,3.84,3.84,2.86,85.70,5.718,8.19,5.734,5.735,
2022/09/06,09:26:13,6.5571,26.083,33.526,52.173,50959.219,1021.925,21.896,4.03,4.03,2.80,85.80,5.725,8.19,5.741,5.742,
2022/09/06,09:26:14,6.5356,26.080,33.525,52.169,50958.047,1021.924,21.896,4.67,4.67,2.87,85.74,5.721,8.20,5.738,5.738,
2022/09/06,09:26:14,6.4926,26.078,33.524,52.165,50956.377,1021.924,21.896,4.80,4.80,2.95,85.75,5.723,8.20,5.739,5.740,
2022/09/06,09:26:14,6.4711,26.074,33.527,52.166,50961.978,1021.928,21.900,4.70,4.70,2.86,85.68,5.718,8.21,5.734,5.735,
2022/09/06,09:26:14,6.4496,26.068,33.535,52.171,50973.264,1021.936,21.908,4.57,4.57,2.78,85.74,5.722,8.20,5.738,5.739,
2022/09/06,09:26:14,6.4066,26.062,33.539,52.170,50978.205,1021.940,21.912,4.63,4.63,2.73,85.70,5.719,8.19,5.735,5.736,
2022/09/06,09:26:14,6.3851,26.060,33.541,52.170,50981.128,1021.942,21.914,4.21,4.21,2.71,85.65,5.716,8.19,5.732,5.733,
2022/09/06,09:26:14,6.3421,26.058,33.540,52.167,50980.470,1021.942,21.914,4.19,4.19,2.72,85.56,5.710,8.19,5.726,5.727,
2022/09/06,09:26:14,6.3421,26.058,33.541,52.169,50982.374,1021.943,21.915,4.31,4.31,2.72,85.61,5.713,8.20,5.729,5.730,
2022/09/06,09:26:14,6.2991,26.057,33.542,52.169,50984.000,1021.944,21.916,4.66,4.66,2.56,85.59,5.711,8.22,5.727,5.728,
2022/09/06,09:26:14,6.2776,26.057,33.541,52.167,50981.844,1021.942,21.915,4.72,4.72,2.56,85.65,5.715,8.20,5.731,5.732,
2022/09/06,09:26:15,6.2561,26.058,33.540,52.167,50980.935,1021.942,21.914,4.16,4.16,2.59,85.63,5.714,8.19,5.730,5.731,
2022/09/06,09:26:15,6.2131,26.058,33.538,52.164,50977.630,1021.940,21.913,4.03,4.03,2.68,85.66,5.716,8.21,5.732,5.733,
2022/09/06,09:26:15,6.1916,26.058,33.541,52.169,50982.158,1021.942,21.915,4.16,4.16,2.78,85.60,5.712,8.19,5.728,5.729,
2022/09/06,09:26:15,6.1701,26.059,33.540,52.168,50980.605,1021.941,21.914,4.37,4.37,2.64,85.56,5.709,8.19,5.725,5.726,
2022/09/06,09:26:15,6.1271,26.063,33.543,52.177,50984.458,1021.942,21.915,4.07,4.07,2.44,85.47,5.702,8.19,5.718,5.719,
2022/09/06,09:26:15,6.1056,26.069,33.551,52.193,50993.763,1021.945,21.919,4.27,4.27,2.42,85.54,5.705,8.19,5.721,5.722,
2022/09/06,09:26:15,6.0626,26.073,33.557,52.206,51001.894,1021.949,21.922,4.34,4.34,2.42,85.58,5.707,8.19,5.723,5.724,
2022/09/06,09:26:15,6.0411,26.084,33.554,52.214,50997.240,1021.943,21.917,3.82,3.82,2.45,85.62,5.709,8.19,5.725,5.726,
2022/09/06,09:26:15,6.0196,26.094,33.554,52.222,50995.350,1021.940,21.914,3.81,3.81,2.24,85.65,5.710,8.19,5.726,5.727,
2022/09/06,09:26:15,5.9981,26.104,33.556,52.235,50996.644,1021.938,21.912,3.75,3.75,2.05,85.66,5.710,8.20,5.726,5.727,
2022/09/06,09:26:16,5.9766,26.115,33.556,52.247,50996.243,1021.935,21.909,3.90,3.90,2.08,85.69,5.711,8.18,5.727,5.728,
2022/09/06,09:26:16,5.9551,26.144,33.545,52.260,50977.753,1021.917,21.891,3.84,3.84,2.13,85.73,5.713,8.20,5.729,5.730,
2022/09/06,09:26:16,5.9121,26.167,33.536,52.272,50962.975,1021.903,21.877,3.98,3.98,2.27,85.87,5.722,8.19,5.739,5.739,
2022/09/06,09:26:16,5.8906,26.181,33.527,52.274,50949.670,1021.892,21.866,4.58,4.58,2.20,86.00,5.731,8.19,5.748,5.748,
2022/09/06,09:26:16,5.8691,26.187,33.525,52.277,50946.566,1021.888,21.863,4.04,4.04,2.18,85.94,5.727,8.20,5.743,5.744,
2022/09/06,09:26:16,5.8476,26.191,33.528,52.285,50950.073,1021.889,21.864,3.97,3.97,2.09,86.06,5.734,8.20,5.751,5.752,
2022/09/06,09:26:16,5.8261,26.193,33.533,52.294,50956.366,1021.892,21.867,4.40,4.40,2.04,86.03,5.732,8.19,5.748,5.749,
2022/09/06,09:26:16,5.8046,26.206,33.527,52.299,50946.549,1021.883,21.858,3.97,3.97,2.08,86.18,5.742,8.20,5.758,5.759,
2022/09/06,09:26:16,5.7831,26.218,33.521,52.302,50937.781,1021.875,21.850,3.72,3.72,2.10,86.24,5.745,8.20,5.762,5.762,
2022/09/06,09:26:16,5.7616,26.225,33.511,52.296,50924.005,1021.866,21.841,4.56,4.56,2.09,86.31,5.750,8.20,5.767,5.767,
2022/09/06,09:26:17,5.7401,26.226,33.511,52.296,50923.396,1021.865,21.840,5.02,5.02,2.11,86.34,5.751,8.20,5.767,5.768,
2022/09/06,09:26:17,5.7186,26.224,33.512,52.296,50925.233,1021.867,21.842,4.86,4.86,2.08,86.41,5.756,8.19,5.772,5.773,
2022/09/06,09:26:17,5.6971,26.224,33.513,52.296,50925.639,1021.867,21.842,4.46,4.46,2.15,86.50,5.761,8.20,5.777,5.778,
2022/09/06,09:26:17,5.6756,26.224,33.515,52.300,50928.372,1021.868,21.843,4.34,4.34,2.03,86.57,5.767,8.16,5.783,5.784,
2022/09/06,09:26:17,5.6541,26.223,33.519,52.305,50933.667,1021.871,21.847,4.20,4.20,1.88,86.64,5.770,8.19,5.786,5.787,
2022/09/06,09:26:17,5.6541,26.224,33.519,52.306,50934.034,1021.871,21.847,4.02,4.02,1.91,86.72,5.776,8.20,5.793,5.794,
2022/09/06,09:26:17,5.6111,26.230,33.522,52.315,50937.229,1021.871,21.847,4.43,4.43,1.86,86.81,5.782,8.20,5.799,5.799,
2022/09/06,09:26:17,5.5897,26.233,33.519,52.314,50932.830,1021.868,21.844,4.92,4.92,1.87,86.82,5.783,8.19,5.799,5.800,
2022/09/06,09:26:17,5.5897,26.233,33.523,52.321,50939.058,1021.871,21.847,4.61,4.61,2.00,86.92,5.788,8.19,5.804,5.805,
2022/09/06,09:26:17,5.5682,26.233,33.520,52.317,50935.162,1021.869,21.845,4.31,4.31,1.99,86.98,5.792,8.20,5.808,5.809,
2022/09/06,09:26:18,5.5467,26.235,33.520,52.318,50933.974,1021.868,21.844,3.85,3.85,1.82,86.92,5.787,8.20,5.803,5.804,
2022/09/06,09:26:18,5.5037,26.237,33.518,52.318,50932.005,1021.866,21.842,4.56,4.56,1.79,87.08,5.797,8.20,5.813,5.814,
2022/09/06,09:26:18,5.5037,26.237,33.516,52.314,50928.358,1021.864,21.840,4.70,4.70,1.78,87.19,5.803,8.19,5.820,5.821,
2022/09/06,09:26:18,5.4822,26.239,33.515,52.316,50927.583,1021.863,21.839,4.13,4.13,1.85,87.38,5.816,8.21,5.832,5.833,
2022/09/06,09:26:18,5.4607,26.241,33.511,52.312,50921.651,1021.859,21.835,4.03,4.03,1.83,87.45,5.821,8.20,5.837,5.838,
2022/09/06,09:26:18,5.4392,26.242,33.507,52.307,50915.816,1021.856,21.832,4.18,4.18,1.85,87.49,5.823,8.19,5.840,5.841,
2022/09/06,09:26:18,5.4177,26.243,33.507,52.308,50915.848,1021.855,21.832,4.16,4.16,1.74,87.62,5.832,8.18,5.849,5.850,
2022/09/06,09:26:18,5.4177,26.244,33.508,52.311,50916.955,1021.856,21.832,4.31,4.31,1.78,87.84,5.848,8.20,5.864,5.865,
2022/09/06,09:26:18,5.3747,26.245,33.507,52.311,50916.258,1021.855,21.831,3.80,3.80,1.76,88.00,5.858,8.19,5.874,5.875,
2022/09/06,09:26:18,5.3532,26.247,33.512,52.319,50922.382,1021.858,21.834,3.80,3.80,1.64,88.09,5.863,8.19,5.880,5.881,
2022/09/06,09:26:19,5.3317,26.247,33.516,52.325,50927.755,1021.860,21.837,3.72,3.72,1.55,88.37,5.882,8.20,5.899,5.900,
2022/09/06,09:26:19,5.3102,26.249,33.526,52.341,50941.132,1021.867,21.844,4.46,4.46,1.65,88.62,5.899,8.20,5.916,5.917,
2022/09/06,09:26:19,5.2887,26.248,33.533,52.350,50950.951,1021.873,21.850,4.89,4.89,1.68,88.88,5.917,8.19,5.933,5.934,
2022/09/06,09:26:19,5.2672,26.249,33.530,52.346,50945.789,1021.870,21.847,4.37,4.37,1.60,89.09,5.931,8.19,5.948,5.949,
2022/09/06,09:26:19,5.2457,26.249,33.542,52.364,50963.111,1021.879,21.857,4.51,4.51,1.50,89.28,5.944,8.19,5.961,5.962,
2022/09/06,09:26:19,5.2242,26.246,33.548,52.369,50971.534,1021.885,21.862,4.70,4.70,1.42,89.52,5.960,8.19,5.977,5.978,
2022/09/06,09:26:19,5.1812,26.245,33.546,52.365,50968.848,1021.883,21.861,4.77,4.77,1.49,89.64,5.967,8.19,5.984,5.985,
2022/09/06,09:26:19,5.1597,26.246,33.543,52.362,50964.678,1021.881,21.858,4.31,4.31,1.49,89.82,5.980,8.20,5.997,5.998,
2022/09/06,09:26:19,5.1382,26.245,33.549,52.369,50973.109,1021.886,21.863,4.61,4.61,1.46,89.80,5.978,8.20,5.995,5.996,
2022/09/06,09:26:19,5.1167,26.244,33.554,52.373,50978.737,1021.889,21.867,4.51,4.51,1.45,89.90,5.984,8.20,6.001,6.002,
2022/09/06,09:26:20,5.0737,26.243,33.553,52.372,50977.938,1021.888,21.866,3.87,3.87,1.38,90.02,5.993,8.19,6.010,6.011,
2022/09/06,09:26:20,5.0522,26.243,33.555,52.376,50981.279,1021.890,21.868,3.98,3.98,1.37,90.12,6.000,8.19,6.016,6.017,
2022/09/06,09:26:20,5.0307,26.244,33.555,52.376,50981.021,1021.890,21.868,3.81,3.81,1.38,90.20,6.004,8.20,6.021,6.022,
2022/09/06,09:26:20,4.9877,26.251,33.549,52.375,50971.654,1021.883,21.861,3.75,3.75,1.41,90.34,6.014,8.19,6.031,6.032,
2022/09/06,09:26:20,4.9662,26.261,33.550,52.385,50971.671,1021.880,21.859,4.28,4.28,1.38,90.50,6.024,8.19,6.041,6.042,
2022/09/06,09:26:20,4.9447,26.272,33.544,52.389,50962.808,1021.872,21.851,3.95,3.95,1.37,90.60,6.029,8.19,6.046,6.047,
2022/09/06,09:26:20,4.9232,26.295,33.529,52.392,50939.971,1021.853,21.832,3.92,3.92,1.36,90.82,6.043,8.19,6.060,6.061,
2022/09/06,09:26:20,4.8802,26.305,33.522,52.392,50929.356,1021.845,21.824,4.01,4.01,1.35,91.00,6.053,8.20,6.070,6.071,
2022/09/06,09:26:20,4.8587,26.311,33.519,52.394,50924.663,1021.841,21.820,3.55,3.55,1.24,91.28,6.072,8.19,6.089,6.090,
2022/09/06,09:26:20,4.8372,26.319,33.510,52.389,50911.744,1021.831,21.810,3.62,3.62,1.32,91.51,6.087,8.16,6.105,6.106,
2022/09/06,09:26:21,4.8157,26.324,33.505,52.387,50904.088,1021.826,21.805,3.80,3.80,1.36,91.80,6.106,8.18,6.123,6.124,
2022/09/06,09:26:21,4.7727,26.328,33.502,52.386,50899.481,1021.822,21.801,3.88,3.88,1.32,92.21,6.133,8.19,6.150,6.151,
2022/09/06,09:26:21,4.7512,26.331,33.503,52.391,50900.746,1021.822,21.801,3.71,3.71,1.35,92.47,6.149,8.20,6.166,6.167,
2022/09/06,09:26:21,4.7297,26.332,33.504,52.394,50902.560,1021.822,21.802,3.61,3.61,1.32,92.83,6.173,8.18,6.190,6.191,
2022/09/06,09:26:21,4.7082,26.333,33.510,52.403,50909.936,1021.826,21.806,4.00,4.00,1.38,93.00,6.183,8.19,6.201,6.202,
2022/09/06,09:26:21,4.6867,26.338,33.508,52.406,50907.551,1021.824,21.803,3.74,3.74,1.36,93.27,6.202,8.20,6.219,6.220,
2022/09/06,09:26:21,4.6652,26.344,33.512,52.417,50912.398,1021.825,21.805,3.42,3.42,1.29,93.33,6.205,8.19,6.222,6.223,
2022/09/06,09:26:21,4.6222,26.346,33.512,52.420,50912.127,1021.824,21.804,3.71,3.71,1.26,93.57,6.221,8.18,6.238,6.239,
2022/09/06,09:26:21,4.6007,26.349,33.510,52.420,50908.819,1021.821,21.801,3.75,3.75,1.23,93.79,6.235,8.17,6.253,6.254,
2022/09/06,09:26:21,4.5792,26.352,33.509,52.421,50907.001,1021.819,21.799,4.36,4.36,1.24,93.95,6.246,8.19,6.263,6.264,
2022/09/06,09:26:22,4.5577,26.353,33.509,52.422,50906.318,1021.819,21.799,4.87,4.87,1.24,94.03,6.250,8.20,6.268,6.269,
2022/09/06,09:26:22,4.5362,26.354,33.509,52.423,50906.689,1021.818,21.799,4.95,4.95,1.33,94.17,6.259,8.20,6.277,6.278,
2022/09/06,09:26:22,4.4932,26.353,33.507,52.419,50903.684,1021.817,21.797,5.41,5.41,1.55,94.25,6.265,8.20,6.283,6.284,
2022/09/06,09:26:22,4.4932,26.355,33.504,52.418,50900.101,1021.814,21.795,4.84,4.84,1.32,94.38,6.274,8.18,6.291,6.292,
2022/09/06,09:26:22,4.4717,26.356,33.504,52.418,50899.740,1021.814,21.794,4.15,4.15,1.27,94.53,6.283,8.19,6.301,6.302,
2022/09/06,09:26:22,4.4717,26.357,33.503,52.417,50898.102,1021.813,21.793,3.74,3.74,1.24,94.64,6.291,8.19,6.309,6.310,
2022/09/06,09:26:22,4.4287,26.357,33.503,52.418,50898.806,1021.813,21.794,3.65,3.65,1.27,94.78,6.299,8.19,6.317,6.318,
2022/09/06,09:26:22,4.4072,26.356,33.503,52.416,50897.674,1021.812,21.793,3.62,3.62,1.31,94.90,6.308,8.19,6.325,6.326,
2022/09/06,09:26:22,4.3857,26.355,33.500,52.412,50894.602,1021.811,21.792,3.52,3.52,1.28,95.00,6.314,8.19,6.332,6.333,
2022/09/06,09:26:22,4.3642,26.355,33.498,52.410,50892.244,1021.809,21.790,3.69,3.69,1.27,95.11,6.321,8.19,6.339,6.340,
2022/09/06,09:26:23,4.3427,26.355,33.500,52.412,50894.806,1021.811,21.792,3.98,3.98,1.18,95.24,6.331,8.19,6.349,6.350,
2022/09/06,09:26:23,4.3212,26.355,33.499,52.409,50892.345,1021.809,21.791,3.98,3.98,1.23,95.37,6.339,8.19,6.357,6.358,
2022/09/06,09:26:23,4.2997,26.355,33.498,52.409,50891.869,1021.809,21.790,4.09,4.09,1.33,95.45,6.344,8.19,6.362,6.363,
2022/09/06,09:26:23,4.2782,26.354,33.497,52.407,50890.531,1021.808,21.790,4.03,4.03,1.32,95.52,6.349,8.19,6.367,6.368,
2022/09/06,09:26:23,4.2567,26.354,33.500,52.410,50893.816,1021.810,21.792,3.63,3.63,1.29,95.66,6.359,8.19,6.377,6.378,
2022/09/06,09:26:23,4.2137,26.354,33.498,52.408,50891.659,1021.809,21.790,3.30,3.30,1.31,95.60,6.355,8.19,6.373,6.374,
2022/09/06,09:26:23,4.2137,26.353,33.499,52.408,50893.094,1021.810,21.791,3.29,3.29,1.28,95.66,6.359,8.19,6.377,6.378,
2022/09/06,09:26:23,4.1707,26.353,33.496,52.404,50889.074,1021.807,21.789,3.46,3.46,1.37,95.89,6.374,8.20,6.392,6.393,
2022/09/06,09:26:23,4.1707,26.352,33.499,52.407,50893.737,1021.810,21.792,3.81,3.81,1.42,95.99,6.380,8.18,6.398,6.399,
2022/09/06,09:26:23,4.1277,26.352,33.497,52.404,50890.260,1021.808,21.790,3.78,3.78,1.42,96.09,6.387,8.19,6.405,6.406,
2022/09/06,09:26:24,4.1062,26.352,33.498,52.406,50892.126,1021.809,21.791,4.06,4.06,1.38,96.17,6.392,8.20,6.410,6.411,
2022/09/06,09:26:24,4.0847,26.352,33.498,52.406,50891.990,1021.809,21.791,3.79,3.79,1.38,96.20,6.394,8.19,6.413,6.414,
2022/09/06,09:26:24,4.0632,26.351,33.499,52.406,50893.320,1021.810,21.792,3.80,3.80,1.33,96.34,6.403,8.20,6.421,6.422,
2022/09/06,09:26:24,4.0202,26.352,33.500,52.408,50894.091,1021.810,21.792,3.58,3.58,1.23,96.51,6.414,8.19,6.432,6.433,
2022/09/06,09:26:24,4.0202,26.353,33.497,52.405,50889.799,1021.807,21.790,3.58,3.58,1.18,96.56,6.417,8.19,6.435,6.436,
2022/09/06,09:26:24,3.9773,26.354,33.496,52.406,50889.238,1021.806,21.789,3.82,3.82,1.24,96.64,6.422,8.19,6.440,6.441,
2022/09/06,09:26:24,3.9558,26.359,33.495,52.408,50886.559,1021.804,21.786,3.73,3.73,1.26,96.74,6.428,8.19,6.446,6.447,
2022/09/06,09:26:24,3.9343,26.361,33.489,52.402,50878.334,1021.798,21.781,4.50,4.50,1.19,96.81,6.433,8.19,6.451,6.452,
2022/09/06,09:26:24,3.9128,26.364,33.488,52.404,50877.340,1021.797,21.780,4.28,4.28,1.26,96.88,6.438,8.19,6.456,6.457,
2022/09/06,09:26:24,3.8913,26.366,33.487,52.405,50875.559,1021.795,21.778,4.18,4.18,1.32,97.00,6.445,8.19,6.463,6.464,
2022/09/06,09:26:25,3.8698,26.368,33.485,52.404,50872.618,1021.793,21.776,3.73,3.73,1.36,97.03,6.447,8.19,6.465,6.466,
2022/09/06,09:26:25,3.8483,26.369,33.486,52.407,50874.182,1021.794,21.777,3.33,3.33,1.28,97.19,6.459,8.20,6.477,6.478,
2022/09/06,09:26:25,3.8483,26.369,33.486,52.405,50873.757,1021.793,21.777,3.66,3.66,1.29,97.29,6.466,8.19,6.484,6.485,
2022/09/06,09:26:25,3.8268,26.369,33.485,52.405,50872.753,1021.793,21.776,3.23,3.23,1.28,97.49,6.479,8.20,6.497,6.498,
2022/09/06,09:26:25,3.7838,26.369,33.487,52.407,50874.497,1021.794,21.777,2.98,2.98,1.31,97.50,6.480,8.19,6.498,6.499,
2022/09/06,09:26:25,3.7838,26.369,33.488,52.408,50875.837,1021.794,21.778,3.31,3.31,1.29,97.53,6.481,8.19,6.500,6.501,
2022/09/06,09:26:25,3.7623,26.369,33.490,52.412,50879.136,1021.796,21.780,3.08,3.08,1.35,97.64,6.489,8.20,6.507,6.508,
2022/09/06,09:26:25,3.7408,26.373,33.488,52.412,50875.845,1021.793,21.777,3.17,3.17,1.35,97.67,6.491,8.19,6.509,6.510,
2022/09/06,09:26:25,3.7193,26.373,33.488,52.412,50875.445,1021.793,21.777,2.77,2.77,1.29,97.69,6.492,8.19,6.511,6.512,
2022/09/06,09:26:25,3.6978,26.378,33.483,52.410,50868.102,1021.787,21.771,2.99,2.99,1.26,97.85,6.502,8.19,6.521,6.522,
